c:\users\elfim\server5342\ospanel\modules\database\MariaDB-10.4\bin\mysqld.exe, Version: 10.4.26-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: (null)
Time		    Id Command	Argument
		   567 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   568 Quit	
		   567 Quit	
		   569 Connect	root@localhost as anonymous on 
		   569 Query	SELECT @@version, @@version_comment
		   569 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   569 Query	SET lc_messages = 'ru_RU'
		   570 Connect	root@localhost as anonymous on 
		   570 Query	SHOW TABLES FROM `phpmyadmin`
		   569 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   570 Query	SHOW TABLES FROM `phpmyadmin`
		   569 Query	SELECT 1 FROM mysql.user LIMIT 1
		   569 Query	SELECT CURRENT_USER()
		   569 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   570 Quit	
		   569 Quit	
		   571 Connect	root@localhost as anonymous on 
		   571 Query	SELECT @@version, @@version_comment
		   571 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   571 Query	SET lc_messages = 'ru_RU'
		   572 Connect	root@localhost as anonymous on 
		   572 Query	SHOW TABLES FROM `phpmyadmin`
		   571 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   572 Query	SHOW TABLES FROM `phpmyadmin`
		   571 Query	SELECT 1 FROM mysql.user LIMIT 1
		   571 Query	SELECT CURRENT_USER()
		   571 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   572 Quit	
		   571 Quit	
230623 16:08:54	   573 Connect	root@localhost as anonymous on 
		   573 Query	SELECT @@version, @@version_comment
		   573 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   573 Query	SET lc_messages = 'ru_RU'
		   574 Connect	root@localhost as anonymous on 
		   574 Query	SHOW TABLES FROM `phpmyadmin`
		   574 Query	SHOW TABLES FROM `mydatabase`
		   573 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   574 Query	SHOW TABLES FROM `phpmyadmin`
		   574 Query	SHOW TABLES FROM `mydatabase`
		   573 Query	SHOW TABLES FROM `mydatabase`
		   573 Query	SELECT 1 FROM mysql.user LIMIT 1
		   573 Query	SELECT CURRENT_USER()
		   573 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   573 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   573 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   574 Quit	
		   573 Quit	
230623 16:22:34	   575 Connect	root@localhost as anonymous on 
		   575 Query	SELECT @@version, @@version_comment
		   575 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   575 Query	SET lc_messages = 'ru_RU'
		   576 Connect	root@localhost as anonymous on 
		   576 Query	SHOW TABLES FROM `phpmyadmin`
		   576 Query	SHOW TABLES FROM `mydatabase`
		   575 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   576 Query	SHOW TABLES FROM `phpmyadmin`
		   576 Query	SHOW TABLES FROM `mydatabase`
230623 16:22:35	   575 Query	SHOW TABLES FROM `mydatabase`
		   575 Query	SELECT 1 FROM mysql.user LIMIT 1
		   575 Query	SELECT CURRENT_USER()
		   575 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   575 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   575 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   576 Quit	
		   575 Quit	
230623 16:36:01	   577 Connect	root@localhost as anonymous on 
		   577 Query	SELECT @@version, @@version_comment
		   577 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   577 Query	SET lc_messages = 'ru_RU'
		   578 Connect	root@localhost as anonymous on 
		   578 Query	SHOW TABLES FROM `phpmyadmin`
		   578 Query	SHOW TABLES FROM `mydatabase`
		   577 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   578 Query	SHOW TABLES FROM `phpmyadmin`
		   578 Query	SHOW TABLES FROM `mydatabase`
230623 16:36:02	   577 Query	SHOW TABLES FROM `mydatabase`
		   577 Query	SELECT 1 FROM mysql.user LIMIT 1
		   577 Query	SELECT CURRENT_USER()
		   577 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   577 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   577 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   578 Quit	
		   577 Quit	
230623 16:49:14	   579 Connect	root@localhost as anonymous on 
		   579 Query	SELECT @@version, @@version_comment
		   579 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   579 Query	SET lc_messages = 'ru_RU'
		   580 Connect	root@localhost as anonymous on 
		   580 Query	SHOW TABLES FROM `phpmyadmin`
		   580 Query	SHOW TABLES FROM `mydatabase`
		   579 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   580 Query	SHOW TABLES FROM `phpmyadmin`
		   580 Query	SHOW TABLES FROM `mydatabase`
230623 16:49:15	   579 Query	SHOW TABLES FROM `mydatabase`
		   579 Query	SELECT 1 FROM mysql.user LIMIT 1
		   579 Query	SELECT CURRENT_USER()
		   579 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   579 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   579 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   580 Quit	
		   579 Quit	
230623 17:02:15	   581 Connect	root@localhost as anonymous on 
		   581 Query	SELECT @@version, @@version_comment
		   581 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   581 Query	SET lc_messages = 'ru_RU'
		   582 Connect	root@localhost as anonymous on 
		   582 Query	SHOW TABLES FROM `phpmyadmin`
		   582 Query	SHOW TABLES FROM `mydatabase`
		   581 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   582 Query	SHOW TABLES FROM `phpmyadmin`
		   582 Query	SHOW TABLES FROM `mydatabase`
		   581 Query	SHOW TABLES FROM `mydatabase`
		   581 Query	SELECT 1 FROM mysql.user LIMIT 1
		   581 Query	SELECT CURRENT_USER()
		   581 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   581 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   581 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   582 Quit	
		   581 Quit	
230623 17:15:01	   583 Connect	root@localhost as anonymous on 
		   583 Query	SELECT @@version, @@version_comment
		   583 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   583 Query	SET lc_messages = 'ru_RU'
		   584 Connect	root@localhost as anonymous on 
		   584 Query	SHOW TABLES FROM `phpmyadmin`
		   584 Query	SHOW TABLES FROM `mydatabase`
230623 17:15:02	   583 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   584 Query	SHOW TABLES FROM `phpmyadmin`
		   584 Query	SHOW TABLES FROM `mydatabase`
		   583 Query	SHOW TABLES FROM `mydatabase`
		   583 Query	SELECT 1 FROM mysql.user LIMIT 1
		   583 Query	SELECT CURRENT_USER()
		   583 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   583 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   583 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   584 Quit	
		   583 Quit	
230623 17:27:35	   585 Connect	root@localhost as anonymous on 
		   585 Query	SELECT @@version, @@version_comment
		   585 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   585 Query	SET lc_messages = 'ru_RU'
		   586 Connect	root@localhost as anonymous on 
		   586 Query	SHOW TABLES FROM `phpmyadmin`
		   586 Query	SHOW TABLES FROM `mydatabase`
		   585 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   586 Query	SHOW TABLES FROM `phpmyadmin`
		   586 Query	SHOW TABLES FROM `mydatabase`
		   585 Query	SHOW TABLES FROM `mydatabase`
		   585 Query	SELECT 1 FROM mysql.user LIMIT 1
		   585 Query	SELECT CURRENT_USER()
		   585 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
230623 17:27:36	   585 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		   585 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   586 Quit	
		   585 Quit	
230623 17:44:12	   587 Connect	root@localhost as anonymous on 
		   587 Query	SELECT @@version, @@version_comment
		   587 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   587 Query	SET lc_messages = 'ru_RU'
		   588 Connect	root@localhost as anonymous on 
		   588 Query	SHOW TABLES FROM `phpmyadmin`
		   588 Query	SHOW TABLES FROM `mydatabase`
		   587 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   588 Query	SHOW TABLES FROM `phpmyadmin`
		   588 Query	SHOW TABLES FROM `mydatabase`
		   587 Init DB	mydatabase
		   587 Query	SELECT @@lower_case_table_names
		   587 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   587 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   587 Query	SELECT CURRENT_USER()
		   587 Init DB	mydatabase
		   587 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   587 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   587 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   587 Query	SHOW STORAGE ENGINES
		   587 Query	SHOW GLOBAL VARIABLES LIKE 'innodb_file_per_table'
		   587 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   587 Query	SELECT * FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   587 Query	SELECT DISTINCT `PARTITION_NAME` FROM `information_schema`.`PARTITIONS` WHERE `TABLE_SCHEMA` = 'mydatabase' AND `TABLE_NAME` = 'users'
		   587 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   587 Query	SELECT 1 FROM mysql.user LIMIT 1
		   587 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   587 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   588 Quit	
		   587 Quit	
		   589 Connect	root@localhost as anonymous on 
		   589 Query	SELECT @@version, @@version_comment
		   589 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   589 Query	SET lc_messages = 'ru_RU'
		   590 Connect	root@localhost as anonymous on 
		   590 Query	SHOW TABLES FROM `phpmyadmin`
		   589 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   590 Query	SHOW TABLES FROM `phpmyadmin`
		   589 Query	SELECT 1 FROM mysql.user LIMIT 1
		   589 Query	SELECT CURRENT_USER()
		   589 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   590 Quit	
		   589 Quit	
230623 17:44:25	   591 Connect	root@localhost as anonymous on 
		   591 Query	SELECT @@version, @@version_comment
		   591 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   591 Query	SET lc_messages = 'ru_RU'
		   592 Connect	root@localhost as anonymous on 
		   592 Query	SHOW TABLES FROM `phpmyadmin`
		   592 Query	SHOW TABLES FROM `mydatabase`
		   591 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   592 Query	SHOW TABLES FROM `phpmyadmin`
		   592 Query	SHOW TABLES FROM `mydatabase`
		   591 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users` LIKE 'api\\_token'
		   591 Query	SHOW INDEXES FROM `mydatabase`.`users`
		   591 Query	SELECT CURRENT_USER()
		   591 Query	SHOW FULL COLUMNS FROM `mydatabase`.`users`
		   591 Query	SELECT * FROM `mydatabase`.`users` LIMIT 1
		   591 Query	SELECT @@lower_case_table_names
		   591 Query	SHOW CREATE TABLE `mydatabase`.`users`
		   591 Query	SELECT `CHARACTER_SET_NAME` AS `Charset`, `DEFAULT_COLLATE_NAME` AS `Default collation`, `DESCRIPTION` AS `Description`, `MAXLEN` AS `Maxlen` FROM `information_schema`.`CHARACTER_SETS`
		   591 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		   591 Query	SHOW STORAGE ENGINES
		   591 Query	SHOW  COLUMNS FROM `mydatabase`.`users`
		   591 Query	SELECT (COUNT(DB_first_level) DIV 100) * 100 from (  SELECT distinct SUBSTRING_INDEX(SCHEMA_NAME,  '_', 1)  DB_first_level  FROM INFORMATION_SCHEMA.SCHEMATA  WHERE `SCHEMA_NAME` < 'mydatabase' ) t
		   591 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		   591 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   591 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   591 Query	SELECT TABLE_NAME FROM information_schema.VIEWS WHERE TABLE_SCHEMA = 'mydatabase' AND TABLE_NAME = 'users'
		   591 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase') AND t.`TABLE_NAME` COLLATE utf8_general_ci = 'users' ORDER BY Name ASC
		   591 Query	SELECT 1 FROM mysql.user LIMIT 1
		   591 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		   591 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		   592 Quit	
		   591 Quit	
		   593 Connect	root@localhost as anonymous on 
		   593 Query	SELECT @@version, @@version_comment
		   593 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   593 Query	SET lc_messages = 'ru_RU'
		   594 Connect	root@localhost as anonymous on 
		   594 Query	SHOW TABLES FROM `phpmyadmin`
		   593 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   594 Query	SHOW TABLES FROM `phpmyadmin`
		   593 Query	SELECT 1 FROM mysql.user LIMIT 1
		   593 Query	SELECT CURRENT_USER()
